                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                0.90117,                0.47669,                 1.0688,                0.90529,                0.85158,                0.90303,                0.59569,                 1.2361,                0.62735,                 1.3123,             0.00024209,             0.00024209,             0.00024209
                     82,                0.88253,                0.46838,                 1.0609,                 0.8897,                0.85057,                0.90179,                0.59927,                 1.2526,                0.61795,                  1.351,             0.00023109,             0.00023109,             0.00023109
                     83,                0.88666,                 0.4642,                 1.0713,                0.88708,                0.86913,                0.90659,                 0.5987,                 1.2586,                0.61828,                 1.3712,             0.00022009,             0.00022009,             0.00022009
                     84,                0.89069,                0.46933,                  1.073,                0.89367,                0.85201,                 0.9044,                0.59458,                 1.2371,                0.61636,                 1.3348,             0.00020909,             0.00020909,             0.00020909
                     85,                0.85636,                0.45091,                 1.0563,                0.89596,                0.85639,                0.90034,                0.59754,                 1.2335,                0.62427,                 1.3238,             0.00019809,             0.00019809,             0.00019809
                     86,                0.87639,                0.45957,                 1.0415,                0.88905,                0.85488,                0.90178,                0.60039,                 1.2157,                0.61417,                 1.3129,             0.00018709,             0.00018709,             0.00018709
                     87,                0.87678,                0.45038,                 1.0637,                0.87393,                0.87778,                0.90165,                0.60261,                 1.2344,                0.60866,                 1.3349,             0.00017609,             0.00017609,             0.00017609
                     88,                0.85385,                0.45158,                 1.0489,                0.90127,                 0.8551,                 0.9036,                0.59989,                 1.2295,                0.62296,                 1.3376,             0.00016509,             0.00016509,             0.00016509
                     89,                0.87951,                0.51858,                 1.0582,                0.88186,                0.87733,                0.90374,                0.59574,                  1.232,                0.61221,                 1.3289,              0.0001541,              0.0001541,              0.0001541
                     90,                0.85697,                0.44643,                  1.047,                0.89497,                0.85575,                0.90045,                0.59589,                 1.2246,                0.61018,                 1.3213,              0.0001431,              0.0001431,              0.0001431
                     91,                0.81715,                0.39642,                 1.0354,                0.89918,                0.85531,                0.89874,                0.59643,                 1.2332,                0.63212,                 1.3281,              0.0001321,              0.0001321,              0.0001321
                     92,                0.78974,                0.39514,                  1.025,                0.87539,                0.88272,                0.90019,                0.59263,                 1.2378,                0.61978,                 1.3382,              0.0001211,              0.0001211,              0.0001211
                     93,                0.81241,                0.39051,                 1.0313,                0.88584,                0.86708,                0.89873,                0.59054,                 1.2288,                0.61801,                 1.3296,              0.0001101,              0.0001101,              0.0001101
                     94,                0.77683,                0.37585,                 1.0082,                0.87204,                 0.8842,                0.89853,                0.59233,                 1.2222,                0.64657,                 1.3296,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.75825,                0.46051,                 1.0107,                0.88169,                0.87622,                0.90078,                0.59076,                 1.2324,                0.64218,                 1.3396,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.76331,                0.38134,                 1.0072,                0.87769,                0.87813,                0.90218,                0.58892,                 1.2363,                0.63583,                   1.35,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.77249,                0.38217,                 1.0086,                0.87435,                0.88084,                0.90016,                0.58981,                 1.2406,                0.63497,                 1.3538,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.75647,                0.36699,                0.99962,                0.87187,                 0.8829,                0.89904,                0.59252,                 1.2362,                0.64784,                 1.3506,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.76891,                0.38048,                 1.0219,                0.87814,                0.87403,                0.90061,                0.59262,                 1.2241,                0.63533,                 1.3417,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.75046,                0.36232,                  1.007,                0.86998,                0.87155,                0.89988,                0.59538,                 1.2275,                0.63973,                 1.3444,             3.3108e-05,             3.3108e-05,             3.3108e-05
