                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                0.57976,                0.28046,                0.92118,                0.98937,                0.97822,                0.99241,                0.82862,                0.75283,                0.26114,                0.97847,               0.002476,               0.002476,               0.002476
                     79,                0.57813,                0.27795,                0.91961,                0.99156,                 0.9802,                0.99253,                0.82811,                0.75249,                0.26123,                0.97973,               0.002377,               0.002377,               0.002377
                     80,                0.57181,                0.27691,                0.91845,                0.99085,                0.97822,                0.99245,                0.82862,                0.75201,                0.26233,                0.98134,               0.002278,               0.002278,               0.002278
                     81,                0.57106,                0.27612,                0.91819,                0.99231,                0.97822,                0.99246,                0.82801,                0.75226,                0.26141,                0.98298,               0.002179,               0.002179,               0.002179
                     82,                0.56503,                0.27204,                0.91181,                0.99127,                0.97822,                 0.9925,                0.82812,                0.75317,                0.26288,                0.98226,                0.00208,                0.00208,                0.00208
                     83,                0.56381,                0.27021,                0.90903,                0.98867,                0.97879,                0.99259,                0.82746,                 0.7535,                0.26255,                0.98069,               0.001981,               0.001981,               0.001981
                     84,                0.56058,                 0.2679,                0.91121,                0.98865,                0.97758,                0.99205,                0.82753,                0.75369,                0.26229,                0.98113,               0.001882,               0.001882,               0.001882
                     85,                0.55793,                0.26763,                0.91627,                0.98376,                0.98284,                0.99197,                0.82747,                0.75509,                0.26368,                0.98516,               0.001783,               0.001783,               0.001783
                     86,                0.55448,                0.26742,                  0.915,                0.98904,                 0.9769,                0.99184,                0.82835,                0.75538,                0.26362,                0.98805,               0.001684,               0.001684,               0.001684
                     87,                0.55143,                0.26607,                0.91559,                0.98524,                0.98284,                0.99181,                0.82829,                0.75556,                0.26306,                 0.9905,               0.001585,               0.001585,               0.001585
                     88,                0.54433,                0.26175,                0.90854,                0.98543,                0.98205,                0.99095,                0.82874,                0.75619,                0.26377,                0.99142,               0.001486,               0.001486,               0.001486
                     89,                0.54106,                0.26104,                0.90654,                0.98802,                0.98011,                0.99111,                0.82917,                0.75622,                0.26321,                0.99145,               0.001387,               0.001387,               0.001387
                     90,                0.53754,                0.25924,                0.90659,                0.98722,                0.98218,                0.99117,                0.82895,                0.75587,                0.26266,                0.99113,               0.001288,               0.001288,               0.001288
                     91,                0.47789,                0.21431,                  0.875,                0.98709,                0.98152,                 0.9912,                0.82883,                0.75609,                0.26372,                0.99246,               0.001189,               0.001189,               0.001189
                     92,                0.46611,                0.21039,                0.87263,                0.98681,                0.98086,                0.99118,                0.82868,                0.75613,                0.26399,                 0.9942,                0.00109,                0.00109,                0.00109
                     93,                  0.459,                0.20745,                0.86849,                0.98932,                0.97851,                0.99125,                0.82865,                0.75602,                0.26442,                0.99541,               0.000991,               0.000991,               0.000991
                     94,                 0.4518,                0.20402,                0.86513,                0.98867,                0.97887,                0.99129,                0.82931,                0.75678,                0.26471,                0.99664,               0.000892,               0.000892,               0.000892
                     95,                0.45085,                 0.2027,                0.86354,                0.98791,                 0.9802,                0.99128,                0.82837,                0.75704,                0.26569,                 0.9971,               0.000793,               0.000793,               0.000793
                     96,                0.44348,                0.19982,                 0.8609,                0.98806,                0.97888,                0.99245,                 0.8286,                0.75717,                0.26601,                0.99767,               0.000694,               0.000694,               0.000694
                     97,                0.43665,                0.19804,                0.85924,                0.98765,                 0.9802,                 0.9924,                 0.8287,                0.75774,                0.26681,                0.99821,               0.000595,               0.000595,               0.000595
                     98,                0.43538,                0.19607,                0.85761,                0.98631,                0.98086,                0.99235,                0.82879,                0.75804,                0.26745,                0.99841,               0.000496,               0.000496,               0.000496
                     99,                0.42684,                 0.1932,                0.85298,                0.98736,                0.97998,                0.99227,                0.82989,                0.75793,                0.26737,                0.99866,               0.000397,               0.000397,               0.000397
                    100,                0.42355,                0.19087,                0.85175,                0.98688,                0.97954,                0.99226,                0.82959,                0.75792,                0.26735,                0.99882,               0.000298,               0.000298,               0.000298
