                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                 1.0048,                0.56828,                  1.195,                0.87247,                0.93275,                0.95047,                0.67966,                 1.0399,                0.55927,                 1.2862,             0.00037974,             0.00037974,             0.00037974
                     81,                0.99661,                0.52914,                 1.1823,                0.84403,                0.91855,                0.94697,                0.68053,                 1.0501,                0.55458,                 1.2911,             0.00036324,             0.00036324,             0.00036324
                     82,                0.97288,                0.54606,                 1.1823,                0.84195,                0.93275,                0.95088,                0.67573,                 1.0472,                0.54568,                 1.2863,             0.00034674,             0.00034674,             0.00034674
                     83,                0.94541,                0.52876,                 1.1476,                0.89451,                0.92032,                0.95132,                0.67781,                 1.0554,                0.53472,                 1.2872,             0.00033023,             0.00033023,             0.00033023
                     84,                 1.0273,                0.52353,                 1.1921,                0.89365,                0.92032,                0.94653,                0.68819,                 1.0569,                0.53332,                 1.2864,             0.00031373,             0.00031373,             0.00031373
                     85,                0.95135,                0.50495,                 1.1494,                0.90618,                0.93044,                0.94544,                0.67367,                 1.0512,                0.53308,                 1.2816,             0.00029723,             0.00029723,             0.00029723
                     86,                0.94211,                0.48593,                 1.1612,                0.91409,                0.93348,                0.94602,                 0.6732,                 1.0244,                0.52261,                 1.2778,             0.00028072,             0.00028072,             0.00028072
                     87,                0.96204,                0.52802,                 1.1584,                0.92331,                0.93348,                 0.9503,                0.68493,                 1.0149,                0.51936,                 1.2729,             0.00026422,             0.00026422,             0.00026422
                     88,                 0.9266,                0.51159,                 1.1401,                0.90559,                0.93348,                0.94397,                0.68303,                 1.0354,                0.53143,                 1.2713,             0.00024772,             0.00024772,             0.00024772
                     89,                0.97983,                0.54777,                 1.1719,                0.89439,                0.93278,                0.94571,                0.67836,                 1.0615,                0.54572,                 1.2795,             0.00023121,             0.00023121,             0.00023121
                     90,                 0.9781,                0.53433,                 1.1994,                0.86046,                0.92809,                0.93837,                0.66485,                 1.0695,                0.54764,                 1.2817,             0.00021471,             0.00021471,             0.00021471
                     91,                0.91478,                 0.4798,                 1.1787,                0.86995,                0.92032,                0.92772,                0.65676,                  1.064,                0.54483,                 1.2816,             0.00019821,             0.00019821,             0.00019821
                     92,                0.90846,                0.45782,                 1.1408,                0.88898,                0.93348,                0.93711,                0.67288,                 1.0561,                0.53965,                 1.2855,              0.0001817,              0.0001817,              0.0001817
                     93,                0.89185,                0.44723,                 1.1679,                0.88801,                0.93348,                 0.9394,                0.67225,                 1.0442,                0.54089,                  1.282,              0.0001652,              0.0001652,              0.0001652
                     94,                0.88777,                0.43662,                 1.1684,                0.88549,                0.93348,                0.93952,                 0.6688,                 1.0267,                0.54606,                 1.2699,              0.0001487,              0.0001487,              0.0001487
                     95,                0.87479,                0.44296,                 1.1715,                0.88591,                0.93348,                0.93884,                 0.6767,                  1.022,                0.55367,                 1.2643,             0.00013219,             0.00013219,             0.00013219
                     96,                0.88542,                0.45066,                 1.1495,                0.88796,                0.93348,                0.93839,                0.67514,                 1.0243,                0.55219,                 1.2662,             0.00011569,             0.00011569,             0.00011569
                     97,                 0.8732,                0.43518,                 1.1554,                0.88802,                0.93348,                0.93863,                0.67763,                 1.0244,                0.54985,                 1.2666,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.85611,                0.43409,                 1.1519,                0.88756,                0.93348,                0.93875,                0.68084,                  1.022,                0.54115,                 1.2648,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.85878,                0.43955,                 1.1368,                0.88688,                0.93348,                0.93898,                0.68249,                 1.0222,                0.54187,                 1.2693,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.88438,                0.44244,                 1.1628,                0.88075,                0.93348,                  0.939,                 0.6805,                 1.0248,                0.54131,                 1.2729,             4.9677e-05,             4.9677e-05,             4.9677e-05
